cancer,cancer_label,volume,sex,per1,per2,country_code,country_label,cases,py,asr,rank
31,"Eye",10,2,2003,2007,84006,"USA, Connecticut",73,8926002,0.60,27
14,"Nose sinuses etc.",10,2,2003,2007,84006,"USA, Connecticut",60,8926002,0.40,28
34,"Other endocrine",10,2,2003,2007,84006,"USA, Connecticut",28,8926002,0.37,29
28,"Testis",10,2,2003,2007,84006,"USA, Connecticut",0,8926002,0.00,30
27,"Prostate",10,2,2003,2007,84006,"USA, Connecticut",0,8926002,0.00,31
26,"Penis",10,2,2003,2007,84006,"USA, Connecticut",0,8926002,0.00,32
21,"Breast",1,2,1960,1963,84020,"USA, Hawaii",358,1178440,37.16,1
22,"Cervix uteri",1,2,1960,1963,84020,"USA, Hawaii",380,1178440,35.39,2
52,"Colorectum",1,2,1960,1963,84020,"USA, Hawaii",201,1178440,23.48,3
7,"Stomach",1,2,1960,1963,84020,"USA, Hawaii",145,1178440,16.02,4
23,"Corpus uteri",1,2,1960,1963,84020,"USA, Hawaii",119,1178440,12.92,5
16,"Lung (incl. trachea and bronchus)",1,2,1960,1963,84020,"USA, Hawaii",80,1178440,9.49,6
33,"Thyroid",1,2,1960,1963,84020,"USA, Hawaii",78,1178440,6.87,7
24,"Ovary etc.",1,2,1960,1963,84020,"USA, Hawaii",62,1178440,6.63,8
13,"Pancreas",1,2,1960,1963,84020,"USA, Hawaii",41,1178440,5.19,9
38,"Leukaemia",1,2,1960,1963,84020,"USA, Hawaii",54,1178440,5.12,10
51,"Lip, oral cavity and pharynx",1,2,1960,1963,84020,"USA, Hawaii",38,1178440,4.13,11
12,"Gallbladder etc.",1,2,1960,1963,84020,"USA, Hawaii",28,1178440,3.50,12
36,"Non-Hodgkin lymphoma",1,2,1960,1963,84020,"USA, Hawaii",27,1178440,2.98,13
29,"Kidney",1,2,1960,1963,84020,"USA, Hawaii",21,1178440,2.48,14
32,"Brain, central nervous system",1,2,1960,1963,84020,"USA, Hawaii",23,1178440,2.16,15
11,"Liver",1,2,1960,1963,84020,"USA, Hawaii",14,1178440,1.76,16
30,"Bladder",1,2,1960,1963,84020,"USA, Hawaii",16,1178440,1.66,17
35,"Hodgkin lymphoma",1,2,1960,1963,84020,"USA, Hawaii",14,1178440,1.52,18
15,"Larynx",1,2,1960,1963,84020,"USA, Hawaii",9,1178440,1.14,19
20,"Connective tissue",1,2,1960,1963,84020,"USA, Hawaii",11,1178440,1.05,20
25,"Other female genital organs",1,2,1960,1963,84020,"USA, Hawaii",9,1178440,0.98,21
37,"Multiple myeloma",1,2,1960,1963,84020,"USA, Hawaii",7,1178440,0.93,22
18,"Melanoma of skin",1,2,1960,1963,84020,"USA, Hawaii",9,1178440,0.77,23
6,"Oesophagus",1,2,1960,1963,84020,"USA, Hawaii",3,1178440,0.41,24
34,"Other endocrine",1,2,1960,1963,84020,"USA, Hawaii",5,1178440,0.38,25
8,"Small intestine",1,2,1960,1963,84020,"USA, Hawaii",3,1178440,0.37,26
14,"Nose sinuses etc.",1,2,1960,1963,84020,"USA, Hawaii",4,1178440,0.37,27
17,"Bone",1,2,1960,1963,84020,"USA, Hawaii",4,1178440,0.36,28
31,"Eye",1,2,1960,1963,84020,"USA, Hawaii",1,1178440,0.08,29
27,"Prostate",1,2,1960,1963,84020,"USA, Hawaii",0,1178440,0.00,30
28,"Testis",1,2,1960,1963,84020,"USA, Hawaii",0,1178440,0.00,31
26,"Penis",1,2,1960,1963,84020,"USA, Hawaii",0,1178440,0.00,32
21,"Breast",10,2,2003,2007,84020,"USA, Hawaii",4248,3129961,88.37,1
16,"Lung (incl. trachea and bronchus)",10,2,2003,2007,84020,"USA, Hawaii",1555,3129961,26.24,2
52,"Colorectum",10,2,2003,2007,84020,"USA, Hawaii",1544,3129961,25.99,3
23,"Corpus uteri",10,2,2003,2007,84020,"USA, Hawaii",974,3129961,21.07,4
33,"Thyroid",10,2,2003,2007,84020,"USA, Hawaii",595,3129961,15.41,5
18,"Melanoma of skin",10,2,2003,2007,84020,"USA, Hawaii",495,3129961,10.92,6
36,"Non-Hodgkin lymphoma",10,2,2003,2007,84020,"USA, Hawaii",467,3129961,8.42,7
24,"Ovary etc.",10,2,2003,2007,84020,"USA, Hawaii",409,3129961,8.28,8
38,"Leukaemia",10,2,2003,2007,84020,"USA, Hawaii",302,3129961,6.70,9
13,"Pancreas",10,2,2003,2007,84020,"USA, Hawaii",431,3129961,6.48,10
22,"Cervix uteri",10,2,2003,2007,84020,"USA, Hawaii",249,3129961,5.97,11
29,"Kidney",10,2,2003,2007,84020,"USA, Hawaii",302,3129961,5.64,12
51,"Lip, oral cavity and pharynx",10,2,2003,2007,84020,"USA, Hawaii",254,3129961,4.91,13
7,"Stomach",10,2,2003,2007,84020,"USA, Hawaii",325,3129961,4.85,14
30,"Bladder",10,2,2003,2007,84020,"USA, Hawaii",250,3129961,3.86,15
11,"Liver",10,2,2003,2007,84020,"USA, Hawaii",226,3129961,3.81,16
32,"Brain, central nervous system",10,2,2003,2007,84020,"USA, Hawaii",121,3129961,3.02,17
20,"Connective tissue",10,2,2003,2007,84020,"USA, Hawaii",113,3129961,2.54,18
37,"Multiple myeloma",10,2,2003,2007,84020,"USA, Hawaii",144,3129961,2.41,19
35,"Hodgkin lymphoma",10,2,2003,2007,84020,"USA, Hawaii",66,3129961,2.04,20
25,"Other female genital organs",10,2,2003,2007,84020,"USA, Hawaii",110,3129961,1.97,21
12,"Gallbladder etc.",10,2,2003,2007,84020,"USA, Hawaii",108,3129961,1.53,22
8,"Small intestine",10,2,2003,2007,84020,"USA, Hawaii",45,3129961,0.72,23
6,"Oesophagus",10,2,2003,2007,84020,"USA, Hawaii",45,3129961,0.70,24
17,"Bone",10,2,2003,2007,84020,"USA, Hawaii",23,3129961,0.68,25
14,"Nose sinuses etc.",10,2,2003,2007,84020,"USA, Hawaii",24,3129961,0.46,26
15,"Larynx",10,2,2003,2007,84020,"USA, Hawaii",20,3129961,0.36,27
31,"Eye",10,2,2003,2007,84020,"USA, Hawaii",13,3129961,0.27,28
34,"Other endocrine",10,2,2003,2007,84020,"USA, Hawaii",8,3129961,0.24,29
26,"Penis",10,2,2003,2007,84020,"USA, Hawaii",0,3129961,0.00,30
27,"Prostate",10,2,2003,2007,84020,"USA, Hawaii",0,3129961,0.00,31
28,"Testis",10,2,2003,2007,84020,"USA, Hawaii",0,3129961,0.00,32
